fecha,producto,producto_representativo,carrefour,coope,coto,dia,disco,vea,marca
2025-09-10,Cremoso Vegano Felices Las Vacas 500g,Cremoso Base De Almendras Felices Las Vacas 500 Gr Felices Las Vacas,6589.0,5690.0,6589.0,,5362.5,,Felices las Vacas
2025-09-10,Dulce de Almendras Colonial Felices Las Vacas 250g,Dulce de almendras colonial Felices las vacas 250 g.,2250.0,2150.0,,,,,Felices las Vacas
2025-09-10,Fetas Veganas Sabor Danbo Felices Las Vacas 200g,Fetas veganas Felices Las Vacas sabor danbo 200 g.,2519.0,,2519.0,,,,Felices las Vacas
2025-09-10,Hummus Garbanzo Felices Las Vacas 220-230g,Hummus De Garbanzo Vegano Felices Las Vacas 220grs,3360.0,1950.0,,,,,Felices las Vacas
2025-09-10,Medallón Arveja Chickenvil Party Felices Las Vacas 2uni,Medallón de arveja Felices las Vacas chickenvil party 2 uni,2915.0,,,,,,Felices las Vacas
2025-09-10,Medallón Arveja Karnevil Party Felices Las Vacas 2uni,Medallón de arveja Felices las Vacas karnevil party 2 uni,2405.0,,,,,,Felices las Vacas
2025-09-10,Medallón Soja Big Classic Felices Las Vacas 2uni,Medallón de soja Felices las Vacas big classic 2 uni,2985.0,,,,,,Felices las Vacas
2025-09-10,Muzzalmendra Vegana Felices Las Vacas 500g,Muzzalmendra vegana Felices Las Vacas 500 g.,6089.0,6400.0,6089.0,,,,Felices las Vacas
2025-09-10,Pasta Vegana Sabor Provolone Felices Las Vacas 250g,Pasta vegana Felices Las Vacas sabor provolone 250 g.,4685.0,3149.0,4685.0,,,,Felices las Vacas
2025-09-10,Postre Plant Based Chocolate Felices Las Vacas 125g,Postre plant ba de chocolate Felices las Vacas 125 g.,1569.0,,,,,,Felices las Vacas
2025-09-10,Postre Plant Based Dulce de Leche Felices Las Vacas 125g,Postre plant bas de dulce de leche Felices las Vacas 125 g.,1255.0,,,,,,Felices las Vacas
2025-09-10,Queso Almendra Oliva Muzzoliva Felices Las Vacas 500g,Queso Vegano Muzzoliva Felices Las Vacas 500g,,,7625.0,,,,Felices las Vacas
2025-09-10,Queso Vegano Cheddar Fetas Felices Las Vacas 150g,Queso Vegano Cheddar En Fetas Felices Las Vacas 150g,2409.0,,2409.0,,,,Felices las Vacas
2025-09-10,Queso Vegano Hebras Mix de Quesos Felices Las Vacas 150g,Queso En Hebras Sabor Mix Vegano Felices Las Vacas 150g,,,3515.0,,3000.0,,Felices las Vacas
2025-09-10,Queso Vegano Hebras Reggianito Felices Las Vacas 150g,Queso En Hebras Sabor Reggianito Vegano Felices Las Vacas 150g,,,3379.0,,3000.0,,Felices las Vacas
2025-09-10,Untable Almendras Clásico Felices Las Vacas 200g,Alim Alm Clas Felices Las Vacas 200g,2609.0,1890.0,,,2287.5,,Felices las Vacas
2025-09-10,Untable Almendras Finas Hierbas Felices Las Vacas 200g,Alim Base Alm Unt Felices Las Vacas F.hierbas 200g,,,,,2600.0,,Felices las Vacas
2025-09-10,Untable Almendras Jamón Serrano Felices Las Vacas 200g,Producto Untable A Base De Almendras Felices Las Vacas Sabor Jamón Serrano 200grs,,1750.0,,,,,Felices las Vacas
2025-09-10,Untable Almendras Tipo Cheddar Felices Las Vacas 200g,Alim Base Alm Unt Felices Las Vacas Cheddar 200g,,1890.0,,,2850.0,,Felices las Vacas
2025-09-10,Yogur Almendras Neutro Felices Las Vacas 170g,Jogurtti neutro base de almendras 170 g.,1985.0,,,,,,Felices las Vacas
2025-09-10,Yogur Almendras Vainilla Felices Las Vacas 170g,Jogurtti vainilla base de almendras Felices las vacas 170 g.,1855.0,,,,,,Felices las Vacas
2025-09-10,Yogur Plant Based Frutos Rojos Felices Las Vacas 125g,Yogur plant bas colchón de frutos rojos Felices las Vacas 125 g.,1719.0,,,,,,Felices las Vacas
2025-09-10,Yogur Plant Based Mango Maracuyá Felices Las Vacas 125g,Yogur plant bas colchón mango y maracuya Felices las Vacas 125 g.,1390.0,,,,,,Felices las Vacas
2025-09-11,Alfajor Chocolate Blanco Felices Las Vacas 60g,Alfajor de chocolate blancp Felices las Vacas 60 grs,1538.29,,,,,,Felices las Vacas
2025-09-11,Alfajor Chocolate Felices Las Vacas 60g,Alfajor Felices Las Vacas de chocolate 60 g.,1289.0,,,,,,Felices las Vacas
2025-09-11,Alfajor Maicena Felices Las Vacas 60g,Alfajor Felices Las Vacas de maicena 60 g.,1059.0,,,,,,Felices las Vacas
2025-09-11,Alfajor Maní Felices Las Vacas 60g,Alfajor Felices Las Vacas de maní 60 g.,1539.0,,,,,,Felices las Vacas
2025-09-11,Alfajor Membrillo Felices Las Vacas 60g,Alfajor de membrillo Felices las Vacas 60 grs,1538.29,,,,,,Felices las Vacas
2025-09-11,Bombón Felices Las Vacas Relleno 48g,Bombón Felices Las Vacas relleno 48 g.,1249.0,,,,,,Felices las Vacas
2025-09-11,Cremoso Vegano Felices Las Vacas 500g,Cremoso Base De Almendras Felices Las Vacas 500 Gr Felices Las Vacas,6589.0,5690.0,6589.0,,5362.5,,Felices las Vacas
2025-09-11,Dulce de Almendras Colonial Felices Las Vacas 250g,Dulce de almendras colonial Felices las vacas 250 g.,2250.0,2150.0,,,,,Felices las Vacas
2025-09-11,Fetas Veganas Sabor Danbo Felices Las Vacas 200g,Fetas veganas Felices Las Vacas sabor danbo 200 g.,2519.0,,2519.0,,,,Felices las Vacas
2025-09-11,Hummus Garbanzo Felices Las Vacas 220-230g,Hummus De Garbanzo Vegano Felices Las Vacas 220grs,3360.0,1950.0,,,,,Felices las Vacas
2025-09-11,Medallón Arveja Chickenvil Party Felices Las Vacas 2uni,Medallón de arveja Felices las Vacas chickenvil party 2 uni,2915.0,,,,,,Felices las Vacas
2025-09-11,Medallón Arveja Karnevil Party Felices Las Vacas 2uni,Medallón de arveja Felices las Vacas karnevil party 2 uni,2405.0,,,,,,Felices las Vacas
2025-09-11,Medallón Soja Big Classic Felices Las Vacas 2uni,Medallón de soja Felices las Vacas big classic 2 uni,2985.0,,,,,,Felices las Vacas
2025-09-11,Muzzalmendra Vegana Felices Las Vacas 500g,Muzzalmendra vegana Felices Las Vacas 500 g.,6089.0,6400.0,6089.0,,,,Felices las Vacas
2025-09-11,Pasta Vegana Sabor Provolone Felices Las Vacas 250g,Pasta vegana Felices Las Vacas sabor provolone 250 g.,4685.0,3149.0,4685.0,,,,Felices las Vacas
2025-09-11,Postre Plant Based Chocolate Felices Las Vacas 125g,Postre plant ba de chocolate Felices las Vacas 125 g.,1569.0,,,,,,Felices las Vacas
2025-09-11,Postre Plant Based Dulce de Leche Felices Las Vacas 125g,Postre plant bas de dulce de leche Felices las Vacas 125 g.,1255.0,,,,,,Felices las Vacas
2025-09-11,Queso Almendra Oliva Muzzoliva Felices Las Vacas 500g,Queso Vegano Muzzoliva Felices Las Vacas 500g,,,7625.0,,,,Felices las Vacas
2025-09-11,Queso Vegano Cheddar Fetas Felices Las Vacas 150g,Queso Vegano Cheddar En Fetas Felices Las Vacas 150g,2409.0,,2409.0,,,,Felices las Vacas
2025-09-11,Queso Vegano Hebras Mix de Quesos Felices Las Vacas 150g,Queso En Hebras Sabor Mix Vegano Felices Las Vacas 150g,,,3515.0,,3000.0,,Felices las Vacas
2025-09-11,Queso Vegano Hebras Reggianito Felices Las Vacas 150g,Queso En Hebras Sabor Reggianito Vegano Felices Las Vacas 150g,,,3379.0,,3000.0,,Felices las Vacas
2025-09-11,Untable Almendras Clásico Felices Las Vacas 200g,Alim Alm Clas Felices Las Vacas 200g,2609.0,1890.0,,,2287.5,,Felices las Vacas
2025-09-11,Untable Almendras Finas Hierbas Felices Las Vacas 200g,Alim Base Alm Unt Felices Las Vacas F.hierbas 200g,,,,,2600.0,,Felices las Vacas
2025-09-11,Untable Almendras Jamón Serrano Felices Las Vacas 200g,Producto Untable A Base De Almendras Felices Las Vacas Sabor Jamón Serrano 200grs,,1750.0,,,,,Felices las Vacas
2025-09-11,Untable Almendras Tipo Cheddar Felices Las Vacas 200g,Alim Base Alm Unt Felices Las Vacas Cheddar 200g,,1890.0,,,2850.0,,Felices las Vacas
2025-09-11,Yogur Almendras Neutro Felices Las Vacas 170g,Jogurtti neutro base de almendras 170 g.,1985.0,,,,,,Felices las Vacas
2025-09-11,Yogur Almendras Vainilla Felices Las Vacas 170g,Jogurtti vainilla base de almendras Felices las vacas 170 g.,1855.0,,,,,,Felices las Vacas
2025-09-11,Yogur Plant Based Frutos Rojos Felices Las Vacas 125g,Yogur plant bas colchón de frutos rojos Felices las Vacas 125 g.,1719.0,,,,,,Felices las Vacas
2025-09-11,Yogur Plant Based Mango Maracuyá Felices Las Vacas 125g,Yogur plant bas colchón mango y maracuya Felices las Vacas 125 g.,1390.0,,,,,,Felices las Vacas
2025-09-12,Alfajor Chocolate Blanco Felices Las Vacas 60g,Alfajor de chocolate blancp Felices las Vacas 60 grs,1538.29,,,,,,Felices las Vacas
2025-09-12,Alfajor Chocolate Felices Las Vacas 60g,Alfajor Felices Las Vacas de chocolate 60 g.,1289.0,,,,,,Felices las Vacas
2025-09-12,Alfajor Maicena Felices Las Vacas 60g,Alfajor Felices Las Vacas de maicena 60 g.,1059.0,,,,,,Felices las Vacas
2025-09-12,Alfajor Maní Felices Las Vacas 60g,Alfajor Felices Las Vacas de maní 60 g.,1539.0,,,,,,Felices las Vacas
2025-09-12,Alfajor Membrillo Felices Las Vacas 60g,Alfajor de membrillo Felices las Vacas 60 grs,1538.29,,,,,,Felices las Vacas
2025-09-12,Bombón Felices Las Vacas Relleno 48g,Bombón Felices Las Vacas relleno 48 g.,1249.0,,,,,,Felices las Vacas
2025-09-12,Cremoso Vegano Felices Las Vacas 500g,Cremoso Base De Almendras Felices Las Vacas 500 Gr Felices Las Vacas,6589.0,5690.0,6589.0,,5362.5,,Felices las Vacas
2025-09-12,Dulce de Almendras Colonial Felices Las Vacas 250g,Dulce de almendras colonial Felices las vacas 250 g.,2250.0,2150.0,,,,,Felices las Vacas
2025-09-12,Fetas Veganas Sabor Danbo Felices Las Vacas 200g,Fetas veganas Felices Las Vacas sabor danbo 200 g.,2519.0,,2519.0,,,,Felices las Vacas
2025-09-12,Hummus Garbanzo Felices Las Vacas 220-230g,Hummus De Garbanzo Vegano Felices Las Vacas 220grs,3360.0,1950.0,,,,,Felices las Vacas
2025-09-12,Medallón Arveja Chickenvil Party Felices Las Vacas 2uni,Medallón de arveja Felices las Vacas chickenvil party 2 uni,2915.0,,,,,,Felices las Vacas
2025-09-12,Medallón Arveja Karnevil Party Felices Las Vacas 2uni,Medallón de arveja Felices las Vacas karnevil party 2 uni,2405.0,,,,,,Felices las Vacas
2025-09-12,Medallón Soja Big Classic Felices Las Vacas 2uni,Medallón de soja Felices las Vacas big classic 2 uni,2985.0,,,,,,Felices las Vacas
2025-09-12,Muzzalmendra Vegana Felices Las Vacas 500g,Muzzalmendra vegana Felices Las Vacas 500 g.,6089.0,6400.0,6089.0,,,,Felices las Vacas
2025-09-12,Pasta Vegana Sabor Provolone Felices Las Vacas 250g,Pasta vegana Felices Las Vacas sabor provolone 250 g.,4685.0,3149.0,4685.0,,,,Felices las Vacas
2025-09-12,Postre Plant Based Chocolate Felices Las Vacas 125g,Postre plant ba de chocolate Felices las Vacas 125 g.,1569.0,,,,,,Felices las Vacas
2025-09-12,Postre Plant Based Dulce de Leche Felices Las Vacas 125g,Postrecito Sabor Dulce De Leche Vegano Felices Las Vacas,,,,,1650.0,,Felices las Vacas
2025-09-12,Queso Almendra Oliva Muzzoliva Felices Las Vacas 500g,Queso Vegano Muzzoliva Felices Las Vacas 500g,8390.0,,7625.0,,,,Felices las Vacas
2025-09-12,Queso Vegano Cheddar Fetas Felices Las Vacas 150g,Queso Vegano Cheddar En Fetas Felices Las Vacas 150g,2409.0,,2409.0,,,,Felices las Vacas
2025-09-12,Queso Vegano Hebras Mix de Quesos Felices Las Vacas 150g,Queso En Hebras Sabor Mix Vegano Felices Las Vacas 150g,,,3515.0,,3000.0,,Felices las Vacas
2025-09-12,Queso Vegano Hebras Reggianito Felices Las Vacas 150g,Queso En Hebras Sabor Reggianito Vegano Felices Las Vacas 150g,,,3379.0,,3000.0,,Felices las Vacas
2025-09-12,Untable Almendras Clásico Felices Las Vacas 200g,Alim Alm Clas Felices Las Vacas 200g,2609.0,1890.0,,,2287.5,,Felices las Vacas
2025-09-12,Untable Almendras Finas Hierbas Felices Las Vacas 200g,Alim Base Alm Unt Felices Las Vacas F.hierbas 200g,2970.0,,,,2600.0,,Felices las Vacas
2025-09-12,Untable Almendras Jamón Serrano Felices Las Vacas 200g,Producto Untable A Base De Almendras Felices Las Vacas Sabor Jamón Serrano 200grs,,1750.0,,,,,Felices las Vacas
2025-09-12,Untable Almendras Tipo Cheddar Felices Las Vacas 200g,Alimento A Base De Almendra Untable Cheddar 200 Gr Felices Las Vacas,,1890.0,,,2137.5,,Felices las Vacas
2025-09-12,Yogur Almendras Neutro Felices Las Vacas 170g,Jogurtti neutro base de almendras 170 g.,1985.0,,,,,,Felices las Vacas
2025-09-12,Yogur Almendras Vainilla Felices Las Vacas 170g,Jogurtti vainilla base de almendras Felices las vacas 170 g.,1855.0,,,,,,Felices las Vacas
2025-09-12,Yogur Plant Based Frutos Rojos Felices Las Vacas 125g,Yogur plant bas colchón de frutos rojos Felices las Vacas 125 g.,1719.0,,,,,,Felices las Vacas
2025-09-12,Yogur Plant Based Mango Maracuyá Felices Las Vacas 125g,Yogur plant bas colchón mango y maracuya Felices las Vacas 125 g.,1390.0,,,,,,Felices las Vacas
2025-09-13,Alfajor Chocolate Blanco Felices Las Vacas 60g,Alfajor de chocolate blancp Felices las Vacas 60 grs,1538.29,,,,,,Felices las Vacas
2025-09-13,Alfajor Chocolate Felices Las Vacas 60g,Alfajor Felices Las Vacas de chocolate 60 g.,1289.0,,,,,,Felices las Vacas
2025-09-13,Alfajor Maicena Felices Las Vacas 60g,Alfajor Felices Las Vacas de maicena 60 g.,1059.0,,,,,,Felices las Vacas
2025-09-13,Alfajor Maní Felices Las Vacas 60g,Alfajor Felices Las Vacas de maní 60 g.,1539.0,,,,,,Felices las Vacas
2025-09-13,Alfajor Membrillo Felices Las Vacas 60g,Alfajor de membrillo Felices las Vacas 60 grs,1538.29,,,,,,Felices las Vacas
2025-09-13,Bombón Felices Las Vacas Relleno 48g,Bombón Felices Las Vacas relleno 48 g.,1249.0,,,,,,Felices las Vacas
2025-09-13,Cremoso Vegano Felices Las Vacas 500g,Cremoso Base De Almendras Felices Las Vacas 500 Gr Felices Las Vacas,6589.0,5690.0,6589.0,,5362.5,,Felices las Vacas
2025-09-13,Dulce de Almendras Colonial Felices Las Vacas 250g,Dulce de almendras colonial Felices las vacas 250 g.,2250.0,2150.0,,,,,Felices las Vacas
2025-09-13,Fetas Veganas Sabor Danbo Felices Las Vacas 200g,Fetas veganas Felices Las Vacas sabor danbo 200 g.,2519.0,,2519.0,,,,Felices las Vacas
2025-09-13,Hummus Garbanzo Felices Las Vacas 220-230g,Hummus De Garbanzo Vegano Felices Las Vacas 220grs,3360.0,1950.0,,,,,Felices las Vacas
2025-09-13,Medallón Arveja Chickenvil Party Felices Las Vacas 2uni,Medallón de arveja Felices las Vacas chickenvil party 2 uni,2915.0,,,,,,Felices las Vacas
2025-09-13,Medallón Arveja Karnevil Party Felices Las Vacas 2uni,Medallón de arveja Felices las Vacas karnevil party 2 uni,2405.0,,,,,,Felices las Vacas
2025-09-13,Medallón Soja Big Classic Felices Las Vacas 2uni,Medallón de soja Felices las Vacas big classic 2 uni,2985.0,,,,,,Felices las Vacas
2025-09-13,Muzzalmendra Vegana Felices Las Vacas 500g,Muzzalmendra vegana Felices Las Vacas 500 g.,6089.0,6400.0,6089.0,,,,Felices las Vacas
2025-09-13,Pasta Vegana Sabor Provolone Felices Las Vacas 250g,Pasta vegana Felices Las Vacas sabor provolone 250 g.,4685.0,3149.0,4685.0,,,,Felices las Vacas
2025-09-13,Postre Plant Based Chocolate Felices Las Vacas 125g,Postre plant ba de chocolate Felices las Vacas 125 g.,1569.0,,,,,,Felices las Vacas
2025-09-13,Postre Plant Based Dulce de Leche Felices Las Vacas 125g,Postrecito Sabor Dulce De Leche Vegano Felices Las Vacas,,,,,1650.0,,Felices las Vacas
2025-09-13,Queso Almendra Oliva Muzzoliva Felices Las Vacas 500g,Queso Vegano Muzzoliva Felices Las Vacas 500g,8390.0,,7625.0,,,,Felices las Vacas
2025-09-13,Queso Vegano Cheddar Fetas Felices Las Vacas 150g,Queso Vegano Cheddar En Fetas Felices Las Vacas 150g,2409.0,,2409.0,,,,Felices las Vacas
2025-09-13,Queso Vegano Hebras Mix de Quesos Felices Las Vacas 150g,Queso En Hebras Sabor Mix Vegano Felices Las Vacas 150g,,,3515.0,,3000.0,,Felices las Vacas
2025-09-13,Queso Vegano Hebras Reggianito Felices Las Vacas 150g,Queso En Hebras Sabor Reggianito Vegano Felices Las Vacas 150g,,,3379.0,,3000.0,,Felices las Vacas
2025-09-13,Untable Almendras Clásico Felices Las Vacas 200g,Alim Alm Clas Felices Las Vacas 200g,2609.0,1890.0,,,2287.5,,Felices las Vacas
2025-09-13,Untable Almendras Finas Hierbas Felices Las Vacas 200g,Alim Base Alm Unt Felices Las Vacas F.hierbas 200g,2970.0,,,,2600.0,,Felices las Vacas
2025-09-13,Untable Almendras Jamón Serrano Felices Las Vacas 200g,Producto Untable A Base De Almendras Felices Las Vacas Sabor Jamón Serrano 200grs,,1750.0,,,,,Felices las Vacas
2025-09-13,Untable Almendras Tipo Cheddar Felices Las Vacas 200g,Alimento A Base De Almendra Untable Cheddar 200 Gr Felices Las Vacas,,1890.0,,,2137.5,,Felices las Vacas
2025-09-13,Yogur Almendras Neutro Felices Las Vacas 170g,Jogurtti neutro base de almendras 170 g.,1985.0,,,,,,Felices las Vacas
2025-09-13,Yogur Almendras Vainilla Felices Las Vacas 170g,Jogurtti vainilla base de almendras Felices las vacas 170 g.,1855.0,,,,,,Felices las Vacas
2025-09-13,Yogur Plant Based Frutos Rojos Felices Las Vacas 125g,Yogur plant bas colchón de frutos rojos Felices las Vacas 125 g.,1719.0,,,,,,Felices las Vacas
2025-09-13,Yogur Plant Based Mango Maracuyá Felices Las Vacas 125g,Yogur plant bas colchón mango y maracuya Felices las Vacas 125 g.,1390.0,,,,,,Felices las Vacas
2025-09-14,Alfajor Chocolate Blanco Felices Las Vacas 60g,Alfajor de chocolate blancp Felices las Vacas 60 grs,1538.29,,,,,,Felices las Vacas
2025-09-14,Alfajor Chocolate Felices Las Vacas 60g,Alfajor Felices Las Vacas de chocolate 60 g.,1289.0,,,,,,Felices las Vacas
2025-09-14,Alfajor Maicena Felices Las Vacas 60g,Alfajor Felices Las Vacas de maicena 60 g.,1059.0,,,,,,Felices las Vacas
2025-09-14,Alfajor Maní Felices Las Vacas 60g,Alfajor Felices Las Vacas de maní 60 g.,1539.0,,,,,,Felices las Vacas
2025-09-14,Alfajor Membrillo Felices Las Vacas 60g,Alfajor de membrillo Felices las Vacas 60 grs,1538.29,,,,,,Felices las Vacas
2025-09-14,Bombón Felices Las Vacas Relleno 48g,Bombón Felices Las Vacas relleno 48 g.,1249.0,,,,,,Felices las Vacas
2025-09-14,Cremoso Vegano Felices Las Vacas 500g,Cremoso Base De Almendras Felices Las Vacas 500 Gr Felices Las Vacas,6589.0,5690.0,6589.0,,5362.5,,Felices las Vacas
2025-09-14,Dulce de Almendras Colonial Felices Las Vacas 250g,Dulce de almendras colonial Felices las vacas 250 g.,2250.0,2150.0,,,,,Felices las Vacas
2025-09-14,Fetas Veganas Sabor Danbo Felices Las Vacas 200g,Fetas veganas Felices Las Vacas sabor danbo 200 g.,2519.0,,2519.0,,,,Felices las Vacas
2025-09-14,Hummus Garbanzo Felices Las Vacas 220-230g,Hummus De Garbanzo Vegano Felices Las Vacas 220grs,3360.0,1950.0,,,,,Felices las Vacas
2025-09-14,Medallón Arveja Chickenvil Party Felices Las Vacas 2uni,Medallón de arveja Felices las Vacas chickenvil party 2 uni,2915.0,,,,,,Felices las Vacas
2025-09-14,Medallón Arveja Karnevil Party Felices Las Vacas 2uni,Medallón de arveja Felices las Vacas karnevil party 2 uni,2405.0,,,,,,Felices las Vacas
2025-09-14,Medallón Soja Big Classic Felices Las Vacas 2uni,Medallón de soja Felices las Vacas big classic 2 uni,2985.0,,,,,,Felices las Vacas
2025-09-14,Muzzalmendra Vegana Felices Las Vacas 500g,Muzzalmendra vegana Felices Las Vacas 500 g.,6089.0,6400.0,6089.0,,,,Felices las Vacas
2025-09-14,Pasta Vegana Sabor Provolone Felices Las Vacas 250g,Pasta vegana Felices Las Vacas sabor provolone 250 g.,4685.0,3149.0,4685.0,,,,Felices las Vacas
2025-09-14,Postre Plant Based Chocolate Felices Las Vacas 125g,Postre plant ba de chocolate Felices las Vacas 125 g.,1569.0,,,,,,Felices las Vacas
2025-09-14,Postre Plant Based Dulce de Leche Felices Las Vacas 125g,Postrecito Sabor Dulce De Leche Vegano Felices Las Vacas,,,,,1650.0,,Felices las Vacas
2025-09-14,Queso Almendra Oliva Muzzoliva Felices Las Vacas 500g,Queso Vegano Muzzoliva Felices Las Vacas 500g,8390.0,,7625.0,,,,Felices las Vacas
2025-09-14,Queso Vegano Cheddar Fetas Felices Las Vacas 150g,Queso Vegano Cheddar En Fetas Felices Las Vacas 150g,2409.0,,2409.0,,,,Felices las Vacas
2025-09-14,Queso Vegano Hebras Mix de Quesos Felices Las Vacas 150g,Queso En Hebras Sabor Mix Vegano Felices Las Vacas 150g,,,3515.0,,3000.0,,Felices las Vacas
2025-09-14,Queso Vegano Hebras Reggianito Felices Las Vacas 150g,Queso En Hebras Sabor Reggianito Vegano Felices Las Vacas 150g,,,3379.0,,3000.0,,Felices las Vacas
2025-09-14,Untable Almendras Clásico Felices Las Vacas 200g,Alim Alm Clas Felices Las Vacas 200g,2609.0,1890.0,,,2287.5,,Felices las Vacas
2025-09-14,Untable Almendras Finas Hierbas Felices Las Vacas 200g,Alim Base Alm Unt Felices Las Vacas F.hierbas 200g,2970.0,,,,2600.0,,Felices las Vacas
2025-09-14,Untable Almendras Jamón Serrano Felices Las Vacas 200g,Producto Untable A Base De Almendras Felices Las Vacas Sabor Jamón Serrano 200grs,,1750.0,,,,,Felices las Vacas
2025-09-14,Untable Almendras Tipo Cheddar Felices Las Vacas 200g,Alimento A Base De Almendra Untable Cheddar 200 Gr Felices Las Vacas,,1890.0,,,2137.5,,Felices las Vacas
2025-09-14,Yogur Almendras Neutro Felices Las Vacas 170g,Jogurtti neutro base de almendras 170 g.,1985.0,,,,,,Felices las Vacas
2025-09-14,Yogur Almendras Vainilla Felices Las Vacas 170g,Jogurtti vainilla base de almendras Felices las vacas 170 g.,1855.0,,,,,,Felices las Vacas
2025-09-14,Yogur Plant Based Frutos Rojos Felices Las Vacas 125g,Yogur plant bas colchón de frutos rojos Felices las Vacas 125 g.,1719.0,,,,,,Felices las Vacas
2025-09-14,Yogur Plant Based Mango Maracuyá Felices Las Vacas 125g,Yogur plant bas colchón mango y maracuya Felices las Vacas 125 g.,1390.0,,,,,,Felices las Vacas
2025-09-15,Alfajor Chocolate Blanco Felices Las Vacas 60g,Alfajor de chocolate blancp Felices las Vacas 60 grs,1538.29,,,,,,Felices las Vacas
2025-09-15,Alfajor Chocolate Felices Las Vacas 60g,Alfajor Felices Las Vacas de chocolate 60 g.,1289.0,,,,,,Felices las Vacas
2025-09-15,Alfajor Maicena Felices Las Vacas 60g,Alfajor Felices Las Vacas de maicena 60 g.,1059.0,,,,,,Felices las Vacas
2025-09-15,Alfajor Maní Felices Las Vacas 60g,Alfajor Felices Las Vacas de maní 60 g.,1539.0,,,,,,Felices las Vacas
2025-09-15,Alfajor Membrillo Felices Las Vacas 60g,Alfajor de membrillo Felices las Vacas 60 grs,1538.29,,,,,,Felices las Vacas
2025-09-15,Bombón Felices Las Vacas Relleno 48g,Bombón Felices Las Vacas relleno 48 g.,1249.0,,,,,,Felices las Vacas
2025-09-15,Cremoso Vegano Felices Las Vacas 500g,Cremoso vegano Felices Las Vacas 500 g.,6589.0,5690.0,6589.0,,,,Felices las Vacas
2025-09-15,Dulce de Almendras Colonial Felices Las Vacas 250g,Dulce de almendras colonial Felices las vacas 250 g.,2250.0,2150.0,,,,,Felices las Vacas
2025-09-15,Fetas Veganas Sabor Danbo Felices Las Vacas 200g,Fetas veganas Felices Las Vacas sabor danbo 200 g.,2519.0,,2519.0,,,,Felices las Vacas
2025-09-15,Hummus Garbanzo Felices Las Vacas 220-230g,Hummus De Garbanzo Vegano Felices Las Vacas 220grs,3360.0,1950.0,,,,,Felices las Vacas
2025-09-15,Medallón Arveja Chickenvil Party Felices Las Vacas 2uni,Medallón de arveja Felices las Vacas chickenvil party 2 uni,2915.0,,,,,,Felices las Vacas
2025-09-15,Medallón Arveja Karnevil Party Felices Las Vacas 2uni,Medallón de arveja Felices las Vacas karnevil party 2 uni,2405.0,,,,,,Felices las Vacas
2025-09-15,Medallón Soja Big Classic Felices Las Vacas 2uni,Medallón de soja Felices las Vacas big classic 2 uni,2985.0,,,,,,Felices las Vacas
2025-09-15,Muzzalmendra Vegana Felices Las Vacas 500g,Muzzalmendra vegana Felices Las Vacas 500 g.,6089.0,6400.0,6089.0,,,,Felices las Vacas
2025-09-15,Pasta Vegana Sabor Provolone Felices Las Vacas 250g,Pasta vegana Felices Las Vacas sabor provolone 250 g.,4685.0,3149.0,4685.0,,,,Felices las Vacas
2025-09-15,Postre Plant Based Chocolate Felices Las Vacas 125g,Postre plant ba de chocolate Felices las Vacas 125 g.,1569.0,1450.0,,,,,Felices las Vacas
2025-09-15,Postre Plant Based Dulce de Leche Felices Las Vacas 125g,Postrecito Felices Las Vacas Sabor Dulce De Leche 125grs,,1350.0,,,1650.0,,Felices las Vacas
2025-09-15,Queso Almendra Oliva Muzzoliva Felices Las Vacas 500g,Queso Vegano Muzzoliva Felices Las Vacas 500g,8390.0,,7625.0,,,,Felices las Vacas
2025-09-15,Queso Vegano Cheddar Fetas Felices Las Vacas 150g,Queso Vegano Cheddar En Fetas Felices Las Vacas 150g,2409.0,,2409.0,,,,Felices las Vacas
2025-09-15,Queso Vegano Hebras Mix de Quesos Felices Las Vacas 150g,Queso En Hebras Sabor Mix Vegano Felices Las Vacas 150g,,,3515.0,,3000.0,,Felices las Vacas
2025-09-15,Queso Vegano Hebras Reggianito Felices Las Vacas 150g,Queso En Hebras Sabor Reggianito Vegano Felices Las Vacas 150g,,,3379.0,,3000.0,,Felices las Vacas
2025-09-15,Untable Almendras Clásico Felices Las Vacas 200g,Alim Alm Clas Felices Las Vacas 200g,2609.0,1890.0,,,2287.5,,Felices las Vacas
2025-09-15,Untable Almendras Finas Hierbas Felices Las Vacas 200g,Alim Base Alm Unt Felices Las Vacas F.hierbas 200g,2970.0,,,,2600.0,,Felices las Vacas
2025-09-15,Untable Almendras Jamón Serrano Felices Las Vacas 200g,Producto Untable A Base De Almendras Felices Las Vacas Sabor Jamón Serrano 200grs,,1750.0,,,,,Felices las Vacas
2025-09-15,Untable Almendras Tipo Cheddar Felices Las Vacas 200g,Alimento A Base De Almendra Untable Cheddar 200 Gr Felices Las Vacas,,1890.0,,,2137.5,,Felices las Vacas
2025-09-15,Yogur Almendras Neutro Felices Las Vacas 170g,Jogurtti neutro base de almendras 170 g.,1985.0,,,,,,Felices las Vacas
2025-09-15,Yogur Almendras Vainilla Felices Las Vacas 170g,Jogurtti vainilla base de almendras Felices las vacas 170 g.,1855.0,,,,,,Felices las Vacas
2025-09-15,Yogur Plant Based Frutos Rojos Felices Las Vacas 125g,Yogur plant bas colchón de frutos rojos Felices las Vacas 125 g.,1719.0,,,,,,Felices las Vacas
