fecha,producto_unificado,producto_representativo,carrefour,coope,coto,dia,disco,vea
2026-06-10,Hamburguesa Vegetal Soja Vegetalex 300g,Hamburguesa de soja Vegetalex 4 u.,7719.0,,,,,
2026-06-10,Hamburguesa Vegetal Tradicional Vegetalex 226g,Hamburguesa De Soja Vegetalex Tradicional 226 Gr.,7649.0,,,7649.0,,
2026-06-10,Hamburguesas Veganas 226 Grs x 2 Un Vegetalex,Hamburguesas Veganas 226 Grs x 2 Un Vegetalex,,,,,8150.0,7650.0
2026-06-10,Hamburguesas de Soja Tradicionales 300 Grs x 4 Un Vegetalex,Hamburguesas de Soja Tradicionales 300 Grs x 4 Un Vegetalex,,,,,7350.0,7050.0
2026-06-10,Hot Dogs 100% Vegetal Vegetalex 225g,Alimento a base de vegetales Vegetalex hot dog x6.,7550.0,,,7550.0,,
2026-06-10,Medallon NotBurger Quick NotCo 130 Gr.,Medallon NotBurger Quick NotCo 130 Gr.,,,,2275.0,,
2026-06-10,"Medallones Vegetales Calabaza, Avena y Chía Vegetalex 300g","Medallón Vegetalex Calabaza, Avena y Chía 300 Gr.",6829.0,,,6830.0,,
2026-06-10,Medallones Vegetales Espinaca Vegetalex 300g,Medallón Vegetalex Espinaca 300 Gr.,6829.0,,,6830.0,,
2026-06-10,Medallones Vegetales Legumbres y Quinoa Vegetalex 300g,Medallón de legumbres y quinoa Vegetalex en caja 4 uni,6889.0,,,,,
2026-06-10,Medallones Vegetales Verduras Vegetalex 300g,Medallones De Verduras Vegetalex X4 300grs,6829.0,6969.0,,,,
2026-06-10,Medallones de Legumbres y Quinoa 300 Grs x 4 Un Vegetalex,Medallones de Legumbres y Quinoa 300 Grs x 4 Un Vegetalex,,,,,7350.0,7050.0
2026-06-10,Medallones de Sabor Calabaza Avena y Chia 300 Grs x 4 Un Vegetalex,Medallones de Sabor Calabaza Avena y Chia 300 Grs x 4 Un Vegetalex,,,,,7350.0,7050.0
2026-06-10,Medallones de Sabor Espinaca 300 Grs x 4 Un Vegetalex,Medallones de Sabor Espinaca 300 Grs x 4 Un Vegetalex,,,,,7350.0,7050.0
2026-06-10,Medallones de Verduras 300 Grs x 4 Un Vegetalex,Medallones de Verduras 300 Grs x 4 Un Vegetalex,,,,,7350.0,7050.0
2026-06-10,Medallón NotBurger Parrillera NotCo 220 Gr.,Medallón NotBurger Parrillera NotCo 220 Gr.,,,,3272.75,,
2026-06-10,Milanesa De Soja Con Espinaca Vegetalex 340 Gr.,Milanesa De Soja Con Espinaca Vegetalex 340 Gr.,,,,5200.0,,
2026-06-10,Milanesa de Soja Calabaza Vegetalex 340g,Milanesa de calabaza Vegetalex 4 uni,5259.0,,,,,
2026-06-10,Milanesa de Soja Cebolla Vegetalex 340g,Milanesa de soja y cebolla Vegetalex 4 uni,5320.0,,,,,
2026-06-10,Milanesa de Soja Espinaca Vegetalex 340g,Milanesa de soja y espinaca congelada Vegetalex 4 uni,5200.0,,,,,
2026-06-10,Milanesa de Soja Vegetalex Tradicional 340g,Milanesa de Soja Vegetalex Tradicional 340 Gr.,4750.0,,,4750.0,,
2026-06-10,Milanesas de Soja Sabor Calabaza 340 Grs x 4 Un Vegetalex,Milanesas de Soja Sabor Calabaza 340 Grs x 4 Un Vegetalex,,,,,5550.0,5050.0
2026-06-10,Milanesas de Soja Sabor Cebolla 340 Grs x 4 Un Vegetalex,Milanesas de Soja Sabor Cebolla 340 Grs x 4 Un Vegetalex,,,,,5550.0,5050.0
2026-06-10,Milanesas de Soja Sabor Espinaca 340 Grs x 4 Un Vegetalex,Milanesas de Soja Sabor Espinaca 340 Grs x 4 Un Vegetalex,,,,,5550.0,5050.0
2026-06-10,Milanesas de Soja Tradicionales 340 Grs x 4 Un Vegetalex,Milanesas de Soja Tradicionales 340 Grs x 4 Un Vegetalex,,,,,,4800.0
2026-06-10,NotChicken Nuggets 300 Gr.,NotChicken Nuggets 300 Gr.,,,,5164.25,,
2026-06-10,NotMila Chicken 220 Gr.,NotMila Chicken 220 Gr.,,,,3731.0,,
2026-06-10,NotMila Meat 220 Gr.,NotMila Meat 220 Gr.,,,,3224.0,,
2026-06-10,Nuggets 100% Vegetal Vegetalex 300g,Nuggets 100 Vegetal 300 Gr Vegetalex,7649.0,,,,8100.0,
2026-06-10,Salchichas Vegetarianas 225 Grs x 6 Un Vegetalex,Salchichas Vegetarianas 225 Grs x 6 Un Vegetalex,,,,,8150.0,7650.0
