fecha,producto_unificado,producto_representativo,carrefour,coope,coto,dia,disco,vea
2025-10-21,Hamburguesa Vegetal Soja Vegetalex 300g,Hamburguesa Vegetalex Soja 300 Gr,,3633.5,,,6300.0,5800.0
2025-10-21,Hamburguesa Vegetal Tradicional Vegetalex 226g,Burger 100 Vegetal 226 Gr Vegetalex,,6349.0,6359.0,6350.0,5362.5,4200.0
2025-10-21,Hot Dogs 100% Vegetal Vegetalex 225g,Hot Dogs 100 Vegetal 225 Gr Vegetalex,,,6329.0,6350.0,5437.5,5000.0
2025-10-21,"Medallones Vegetales Calabaza, Avena y Chía Vegetalex 300g",Medallones De Calabaza Avena Y Chia Vegetalex 300g,,3633.5,5675.0,5670.0,6400.0,5950.0
2025-10-21,Medallones Vegetales Espinaca Vegetalex 300g,Medallones De Espinaca Vegetalex 300g,,3633.5,5675.0,5670.0,6400.0,5950.0
2025-10-21,Medallones Vegetales Legumbres y Quinoa Vegetalex 300g,Medallones De Legumbres Y Quinoa Vegetalex 300g,,3633.5,5675.0,,6400.0,5950.0
2025-10-21,Medallones Vegetales Verduras Vegetalex 300g,Medallones De Verduras Vegetalex 300g,,3633.5,5675.0,,,5950.0
2025-10-21,Milanesa de Soja Calabaza Vegetalex 340g,Milanesa Vegetalex Calabaza 340 Gr Vegetalex,,4390.0,4370.0,,5050.0,4650.0
2025-10-21,Milanesa de Soja Cebolla Vegetalex 340g,Milanesa Vegetalex Cebolla 340 Gr Vegetalex,,4390.0,4370.0,,5050.0,4650.0
2025-10-21,Milanesa de Soja Espinaca Vegetalex 340g,Milanesa Vegetalex Espinaca 340 Gr Vegetalex,,4390.0,3999.0,,5050.0,4650.0
2025-10-21,Milanesa de Soja Vegetalex Tradicional 340g,Milanesa Vegetalex Tradicional 340 Gr Vegetalex,,3990.0,4045.0,3990.0,4500.0,4200.0
2025-10-21,Nuggets 100% Vegetal Vegetalex 300g,Nuggets 100 Vegetal 300 Gr Vegetalex,,6349.0,6359.0,,5437.5,4200.0
2025-10-21,Snack de Arroz Sabor Queso Vegetalex 40g,Snack De Arroz Sabor Queso Vegetalex 40g,,,1586.0,,,
2025-10-21,Snack de Arroz con Chocolate Vegetalex 60g,Snack De Arroz Con Chocolate Vegetalex 60g,,,2290.0,,,
2025-10-21,Snack de Arroz y Quinoa Vegetalex 40g,Snack De Arroz Y Quinoa Vegetalex 40g,,,1586.0,,,
