fecha,producto_unificado,producto_representativo,carrefour,coope,coto,dia,disco,vea
2026-01-28,Barra proteica NotProtein crunchy chocomani 35 grs,Barra proteica NotProtein crunchy chocomani 35 grs,1750.0,,,,,
2026-01-28,Barra proteica Notprotein crunchy netflix 35 grs,Barra proteica Notprotein crunchy netflix 35 grs,1750.0,,,,,
2026-01-28,Bebida Vegetal Original X 1 L Not Milk,Bebida Vegetal Original X 1 L Not Milk,,,,,5750.0,
2026-01-28,Medallon A Base De Vegetal X4 Not Burger 320g,Medallón Not Burger Premium 320 Gr X 4 Un Not Co,8600.0,,9539.0,,,8200.0
2026-01-28,Medallon Not chicken burger flow pack x2 80 g.,Medallon Notchicken Burger 160g (2u),,4503.0,4454.0,,4850.0,
2026-01-28,Medallon NotBurger Quick NotCo 130 Gr.,Medallon NotBurger Quick NotCo 130 Gr.,,,,2125.0,,
2026-01-28,Medallones Notco Not Burger X2 160grs,Medallón Not burger premium flow pack 2 uni,5269.0,,5285.0,,,5900.0
2026-01-28,Mila con provenzal Notmila 110 grs,Mila con provenzal Notmila 110 grs,2983.0,,,,,
2026-01-28,Not Burger Parrillera 220g,Medallón Not burger parrillera 2 uni,4433.0,,6639.0,4130.0,7050.0,6800.0
2026-01-28,Not Burger XL 2x120g (240g),Medallón Not burger premium XL flow pack 2 uni,7749.0,,7895.0,,,8550.0
2026-01-28,Not Burguer Quick 2 U De 65 Gr,Medallón Not burger quick flow pack 2 uni,3270.0,,3274.0,,,
2026-01-28,Not Chicken Burger Crispy 2x100g,Burger Crispy 2 Un X 100 Gr Not Chicken,5775.0,,5775.0,,6400.0,5900.0
2026-01-28,Not Chicken Mila 220g,Alimento A Base De Plantas Chicken Mila Not Chicken 220g,5159.0,,5685.0,,5650.0,5350.0
2026-01-28,Not Chicken Mila con Semillas 220g,Mila con semillas NotChicken 110 grs,5685.0,5600.0,,,,
2026-01-28,Not Chicken Nuggets 300g,NotChicken Nuggets 300 Gr.,7630.0,,7639.0,4915.0,,7800.0
2026-01-28,Not Chicken Relleno Champis 240g,Medallón relleno champis NotChicken 240 grs,5715.0,,5715.0,,,
2026-01-28,Not Chicken Relleno Espinaca 240g,Medallón relleno espinaca Not chicken 240 g.,5710.0,,5715.0,,6300.0,5950.0
2026-01-28,Not Chicken Relleno Napolitana 240g,Medallones Notco Not Chicken Crispy Rellenas Napolitanas X2 0.24kgs,5715.0,6095.0,,,,
2026-01-28,Not Chicken Spicy 250g,Bocadito plant based spicy bites Not Chicken 250 g.,7319.0,,7319.0,,8100.0,
2026-01-28,Not Chicken Sticks 300g,Notchicken Sticks 300g,7269.0,,7639.0,,,7700.0
2026-01-28,Not Chorixo 240g,Chorizo Vegano X 240 Gr Not Chorixo,9250.0,,8999.0,,9500.0,
2026-01-28,Not Ice Cream Paleta Chocolate Blanco 4x240g,Paletas Heladas De Chocolate Blanco Not Icecream 4 X 240 Gr,,,9105.0,,,
2026-01-28,Not Mila 220g,NotMila Meat 220 Gr.,,,4469.0,2745.0,,
2026-01-28,Not Mila Chicken 220g,NotMila Chicken 220 Gr.,,,5169.0,5160.0,,
2026-01-28,Not Mila con Semillas 220g,Alimento A Base De Plantas Milanesas Con Semillas Not Mila 220g,4919.0,,4919.0,,,
2026-01-28,Not Milk Avena 1L,Bebida Vegetal Avena X 1 L Not Milk,,,,,5750.0,
2026-01-28,Not Milk Original 1L,Leche plant based Not Milk original tetra 1lt,5695.0,,,,,
2026-01-28,Not Protein Bar Almond Salted Caramel 45g,Barra proteica Not Protein almond salted 45 grs,2110.0,,,,,
2026-01-28,Not Protein Bar Berry Pie 45g,Barra proteica Not Protein barry pie 45 grs,2110.0,,,,,
2026-01-28,Not Protein Bar Chocolate Brownie 45g,Barra proteica Not Protein chocolate 45 grs,2110.0,,,,,
2026-01-28,Not Protein Bar Crunchy Netflix 35g,Barra De Proteina Notprotein bar Crunchy Netflix X 35 Grs Not Co,,,,,1950.0,
2026-01-28,Not Salxicha 250g,Salchicha de planta Not Salxicha 5 uni,5719.0,,,,,
2026-01-28,NotMila Crispy Rellena Espinaca 240 Gr.,NotMila Crispy Rellena Espinaca 240 Gr.,,,,3710.0,,
2026-01-28,Notebook Gadnic 14 Pulgadas Intel Celeron N4020 RAM 4GB SSD 128GB Cámara Frontal,Notebook Gadnic 14 Pulgadas Intel Celeron N4020 RAM 4GB SSD 128GB Cámara Frontal,383549.0,,,,,
2026-01-28,Notebook Gadnic 14 Pulgadas Intel Core I3-1215U 8GB RAM 512GB SSD Alderlake,Notebook Gadnic 14 Pulgadas Intel Core I3-1215U 8GB RAM 512GB SSD Alderlake,663899.0,,,,,
2026-01-28,"Notebook Samsung Galaxy Book 3 15,6"" i3 8gb Ram 256gb 120hz Silver","Notebook Samsung Galaxy Book 3 15,6"" i3 8gb Ram 256gb 120hz Silver",909349.0,,,,,
2026-01-28,Notmila Crispy Rellena Napolitana 240g (2u),Notmila Crispy Rellena Napolitana 240g (2u),,,5715.0,,,
2026-01-28,Resaltador Sharpie S.Note Colores Varios,Resaltador Sharpie S.Note Colores Varios,,5154.0,,,,
