fecha,producto_unificado,producto_representativo,carrefour,coope,coto,dia,disco,vea
2026-01-27,Alfajor Maicena Felices Las Vacas 60g,Alfajor Felices Las Vacas de maicena 60 g.,1159.0,,,,,
2026-01-27,Alfajor Membrillo Felices Las Vacas 60g,Alfajor de membrillo Felices las Vacas 60 grs,1689.0,,,,,
2026-01-27,Alfajor Pistacho Felices Las Vacas 60g,Alfajor de pistacho Felices las Vacas 60 grs,4000.0,,,,,
2026-01-27,Bocadito Coco y Dátiles Felices Las Vacas 22g,Bocadito de coco y datiles Felices las Vacas 22 grs,1200.0,,,,,
2026-01-27,Bocadito Maní y Dátiles Felices Las Vacas 22g,Bocadito de maní y datiles Felices las Vacas 22 grs,1200.0,,,,,
2026-01-27,Cremoso Vegano Felices Las Vacas 500g,Cremoso vegano Felices Las Vacas 500 g.,7269.0,7190.0,7269.0,,,
2026-01-27,Dulce de Almendras Colonial Felices Las Vacas 250g,Dulce de almendras colonial Felices las vacas 250 g.,3169.0,2469.0,,,,
2026-01-27,Fetas Veganas Sabor Danbo Felices Las Vacas 200g,Fetas veganas Felices Las Vacas sabor danbo 200 g.,2539.0,,2539.0,,,
2026-01-27,Hummus Garbanzo Felices Las Vacas 220-230g,Hummus De Garbanzo Vegano Felices Las Vacas 220grs,3360.0,2290.0,,,,
2026-01-27,Medallón Arveja Chickenvil Party Felices Las Vacas 2uni,Medallón de arveja Felices las Vacas chickenvil party 2 uni,3209.0,,,,,
2026-01-27,Medallón Arveja Karnevil Party Felices Las Vacas 2uni,Medallón de arveja Felices las Vacas karnevil party 2 uni,2645.0,,,,,
2026-01-27,Medallón Soja Big Classic Felices Las Vacas 2uni,Medallón de soja Felices las Vacas big classic 2 uni,3285.0,,,,,
2026-01-27,Muzzalmendra Vegana Felices Las Vacas 500g,Muzzalmendra vegana Felices Las Vacas 500 g.,6955.0,,6955.0,,,
2026-01-27,Pasta Vegana Sabor Provolone Felices Las Vacas 250g,Queso Vegano FELICES LAS VACAS Provolone 250 Gr,,,5399.0,,,
2026-01-27,Postre Plant Based Chocolate Felices Las Vacas 125g,Postre plant ba de chocolate Felices las Vacas 125 g.,1729.0,1790.0,,,1750.0,
2026-01-27,Postre Plant Based Dulce de Leche Felices Las Vacas 125g,Postre plant bas de dulce de leche Felices las Vacas 125 g.,1700.0,1569.0,,,1137.5,
2026-01-27,Queso Almendra Oliva Muzzoliva Felices Las Vacas 500g,Queso Vegano Muzzoliva Felices Las Vacas 500g,8390.0,,8499.0,,,
2026-01-27,Queso Vegano Cheddar Fetas Felices Las Vacas 150g,Queso Vegano Cheddar En Fetas Felices Las Vacas 150g,2539.0,,2539.0,,,
2026-01-27,Queso Vegano Hebras Mix de Quesos Felices Las Vacas 150g,Queso En Hebras Sabor Mix Vegano Felices Las Vacas 150g,,,3569.0,,4200.0,
2026-01-27,Queso Vegano Hebras Reggianito Felices Las Vacas 150g,Queso En Hebras Sabor Reggianito Vegano Felices Las Vacas 150g,,,3569.0,,4200.0,
2026-01-27,Untable Almendras Clásico Felices Las Vacas 200g,Producto Untable A Base De Almendras Felices Las Vacas Clásico 200grs,2869.0,2590.0,,,,
2026-01-27,Untable Almendras Finas Hierbas Felices Las Vacas 200g,Alim Base Alm Unt Felices Las Vacas F.hierbas 200g,3269.0,,,,2600.0,
2026-01-27,Untable Almendras Jamón Serrano Felices Las Vacas 200g,Producto Untable A Base De Almendras Felices Las Vacas Sabor Jamón Serrano 200grs,,2290.0,,,,
2026-01-27,Untable Almendras Tipo Cheddar Felices Las Vacas 200g,Producto Untable A Base De Almendras Felices Las Vacas Sabor Cheddar 200grs,,2590.0,,,,
2026-01-27,Yogur Almendras Frutilla Felices Las Vacas 170g,Yogurt Vegano Sabor Frutilla 170 Grs Felices Las Vacas,,,,,2400.0,
2026-01-27,Yogur Almendras Neutro Felices Las Vacas 170g,Jogurtti neutro base de almendras 170 g.,2179.0,,,,2400.0,
2026-01-27,Yogur Almendras Vainilla Felices Las Vacas 170g,Jogurtti vainilla base de almendras Felices las vacas 170 g.,2039.0,,,,,
2026-01-27,Yogur Plant Based Frutos Rojos Felices Las Vacas 125g,Yogur plant bas colchón de frutos rojos Felices las Vacas 125 g.,1890.0,,,,2050.0,
2026-01-27,Yogur Plant Based Mango Maracuyá Felices Las Vacas 125g,Yogur plant bas colchón mango y maracuya Felices las Vacas 125 g.,1915.0,,,,,
