fecha,producto_unificado,producto_representativo,carrefour,coope,coto,dia,disco,vea
2025-09-08,Barra proteica Not Protein almond salted 45 grs,Barra proteica Not Protein almond salted 45 grs,1299.33,,,,,
2025-09-08,Barra proteica Not Protein barry pie 45 grs,Barra proteica Not Protein barry pie 45 grs,1299.33,,,,,
2025-09-08,Barra proteica Not Protein chocolate 45 grs,Barra proteica Not Protein chocolate 45 grs,1299.33,,,,,
2025-09-08,Barra proteica NotProtein crunchy chocomani 35 grs,Barra proteica NotProtein crunchy chocomani 35 grs,1750.0,,,,,
2025-09-08,Barra proteica Notprotein crunchy netflix 35 grs,Barra proteica Notprotein crunchy netflix 35 grs,1750.0,,,,,
2025-09-08,Helado Crema Americana Pack 300 Gr Not Ice Cream Not Co,Helado Crema Americana Pack 300 Gr Not Ice Cream Not Co,,,,,10400.0,
2025-09-08,Medallon A Base De Vegetal X4 Not Burger 320g,Medallones Notco Not Burger Premium X4 320grs,8999.0,9050.0,,,9850.0,9100.0
2025-09-08,Medallon Not chicken burger flow pack x2 80 g.,Medallon Not chicken burger flow pack x2 80 g.,4279.0,3031.0,,,4800.0,4400.0
2025-09-08,Medallon Notchicken Burger 160g (2u),Medallon Notchicken Burger 160g (2u),,,2781.35,,,
2025-09-08,Medallon Notchicken Burger Crispy 200g (2u),Medallon Notchicken Burger Crispy 200g (2u),,,3613.35,,,
2025-09-08,Medallones Notco Not Burger X2 160grs,Medallones Notco Not Burger X2 160grs,3239.0,5020.0,,,5550.0,5100.0
2025-09-08,Medallón NotBurger Parrillera NotCo 220 Gr.,Medallón NotBurger Parrillera NotCo 220 Gr.,,,,4990.0,,
2025-09-08,Medallón NotBurger Quick NotCo 130 Gr.,Medallón NotBurger Quick NotCo 130 Gr.,,,,3085.0,,
2025-09-08,Medallón Notburger Notco 160g (2u),Medallón Notburger Notco 160g (2u),,,3240.25,,,
2025-09-08,Medallón Notburger Notco 320g (4u),Medallón Notburger Notco 320g (4u),,,5849.35,,,
2025-09-08,Medallón Notburger Parrillera Notco 220g (2u),Medallón Notburger Parrillera Notco 220g (2u),,,4072.25,,,
2025-09-08,Medallón Notburger Quick Notco 130g (2u),Medallón Notburger Quick Notco 130g (2u),,,2007.85,,,
2025-09-08,Medallón Xl Notburger Notco 240g (2u),Medallón Xl Notburger Notco 240g (2u),,,4841.85,,,
2025-09-08,Mila con provenzal Notmila 110 grs,Mila con provenzal Notmila 110 grs,2735.0,,,,,
