fecha,producto,carrefour,coope,coto,dia,disco,vea
2026-01-21,Alfajor Felices Las Vacas de chocolate 60 g.,"$ 1.419,00",,,,,
2026-01-21,Alfajor Felices Las Vacas de maicena 60 g.,"$ 1.159,00",,,,,
2026-01-21,Alfajor de membrillo Felices las Vacas 60 grs,"$ 1.689,00",,,,,
2026-01-21,Alfajor de pistacho Felices las Vacas 60 grs,"$ 4.000,00",,,,,
2026-01-21,Alim Base Alm Unt Felices Las Vacas F.hierbas 200g,,,,,$2.600,
2026-01-21,Alimento A Base De Almendra Untable Tradicional 200 Gr Felices Las Vacas,,,,,"$2.362,5",
2026-01-21,Bocadito de coco y datiles Felices las Vacas 22 grs,"$ 1.200,00",,,,,
2026-01-21,Bocadito de maní y datiles Felices las Vacas 22 grs,"$ 1.200,00",,,,,
2026-01-21,Fetas veganas Felices Las Vacas sabor danbo 200 g.,"$ 2.539,00",,,,,
2026-01-21,Hummus De Garbanzo Vegano Felices Las Vacas 220grs,,"$$1.950,00",,,,
2026-01-21,Hummus vegano Felices Las Vacas 230 g.,"$ 3.360,00",,,,,
2026-01-21,Jogurtti neutro base de almendras 170 g.,"$ 2.179,00",,,,,
2026-01-21,Jogurtti vainilla base de almendras Felices las vacas 170 g.,"$ 2.039,00",,,,,
2026-01-21,Medallón de arveja Felices las Vacas chickenvil party 2 uni,"$ 3.209,00",,,,,
2026-01-21,Medallón de arveja Felices las Vacas karnevil party 2 uni,"$ 2.645,00",,,,,
2026-01-21,Medallón de soja Felices las Vacas big classic 2 uni,"$ 3.285,00",,,,,
2026-01-21,Muzzalmendra vegana Felices Las Vacas 500 g.,"$ 6.955,00",,,,,
2026-01-21,Postre plant ba de chocolate Felices las Vacas 125 g.,"$ 1.729,00",,,,,
2026-01-21,Postrecito Felices Las Vacas Sabor Chocolate 125grs,,"$$1.450,00",,,,
2026-01-21,Postrecito Felices Las Vacas Sabor Dulce De Leche 125grs,,"$$1.569,00",,,,
2026-01-21,Postrecito Sabor Chocolate Vegano Felices Las Vacas,,,,,"$1.312,5",
2026-01-21,Postrecito Sabor Dulce De Leche Vegano Felices Las Vacas,,,,,"$1.137,5",
2026-01-21,Producto Untable A Base De Almendras Felices Las Vacas Clásico 200grs,,"$$2.590,00",,,,
2026-01-21,Producto Untable A Base De Almendras Felices Las Vacas Sabor Cheddar 200grs,,"$$2.590,00",,,,
2026-01-21,Producto Untable A Base De Almendras Felices Las Vacas Sabor Jamón Serrano 200grs,,"$$2.290,00",,,,
2026-01-21,Producto Vegetal Cremoso Felices Las Vacas Cilindro 500grs,,"$$5.690,00",,,,
2026-01-21,Queso En Hebras Sabor Mix Vegano Felices Las Vacas 150g,,,,,$3.150,
2026-01-21,Queso En Hebras Sabor Reggianito Vegano Felices Las Vacas 150g,,,,,$3.150,
2026-01-21,Queso Vegano Cheddar En Fetas Felices Las Vacas 150g,,,"$2.539,00",,,
2026-01-21,Queso Vegano Danbo En Fetas Felices Las Vacas 150g,,,"$2.539,00",,,
2026-01-21,Queso Vegano En Hebras Mix De Quesos Felices Las Vacas 150g,,,"$3.569,00",,,
2026-01-21,Queso Vegano En Hebras Reggianito Felices Las Vacas 150g,,,"$3.569,00",,,
2026-01-21,Queso Vegano FELICES LAS VACAS Cremoso Felices 500 Gr,,,"$7.269,00",,,
2026-01-21,Queso Vegano FELICES LAS VACAS Mozzarella 500 Gr,,,"$6.955,00",,,
2026-01-21,Queso Vegano FELICES LAS VACAS Provolone 250 Gr,,,"$5.399,00",,,
2026-01-21,Queso Vegano Muzzoliva Felices Las Vacas 500g,,,"$8.499,00",,,
2026-01-21,Queso cheddar en fetas Felices las Vacas 150 g.,"$ 2.539,00",,,,,
2026-01-21,Queso de almendra con oliva muzzoliva Felices las Vacas 500 grs,"$ 8.390,00",,,,,
2026-01-21,Untabla clásico cremoso Felices las vacas 200 g.,"$ 2.869,00",,,,,
2026-01-21,Untable A Base De Almendras Felices Las Vacas Sabor Dulce De Leche 250grs,,"$$2.469,00",,,,
2026-01-21,Untable fantastique finas hierbas Felices las vacas 200 g.,"$ 3.269,00",,,,,
2026-01-21,Yogur plant bas colchón de frutos rojos Felices las Vacas 125 g.,"$ 1.890,00",,,,,
2026-01-21,Yogur plant bas colchón mango y maracuya Felices las Vacas 125 g.,"$ 1.915,00",,,,,
2026-01-21,Yogurt Con Colchon De Frutos Del Bosque Vegano Felices Las Vacas 125g,,,,,"$1.537,5",
2026-01-21,Yogurt Sabor Natural Vegano Felices Las Vacas 170g,,,,,$1.800,
2026-01-21,Yogurt Vegano Sabor Frutilla 170 Grs Felices Las Vacas,,,,,$1.800,
