fecha,producto,carrefour,coope,coto,dia,disco,vea
2026-03-11,Barra De Proteina Notprotein bar Crunchy Netflix X 35 Grs Not Co,,,,,$2.000,
2026-03-11,Barra proteica Crunchy chocolemon notprotein 35 grs,"$ 1.206,67",,,,,
2026-03-11,Barra proteica Not Protein almond salted 45 grs,"$ 2.110,00",,,,,
2026-03-11,Barra proteica Not Protein barry pie 45 grs,"$ 2.110,00",,,,,
2026-03-11,Barra proteica Not Protein chocolate 45 grs,"$ 2.110,00",,,,,
2026-03-11,Barra proteica NotProtein crunchy chocomani 35 grs,"$ 1.206,67",,,,,
2026-03-11,Barra proteica Notprotein crunchy netflix 35 grs,"$ 1.206,67",,,,,
2026-03-11,Bebida Vegetal Avena X 1 L Not Milk,,,,,$6.300,
2026-03-11,Bocaditos De Pollo Spicy Bites 250 Gr Not Chicken,,,,,$8.100,
2026-03-11,Burger Crispy 2 Un X 100 Gr Not Chicken,,,,,$6.400,$5.900
2026-03-11,Chorizo Vegano X 240 Gr Not Chorixo,,,,,$9.850,
2026-03-11,Chorizo a base de planta NotChorixo 240 grs,"$ 6.749,25",,,,,
2026-03-11,Formados Notchicken Spicy Bit Con Salsa Tabasco 250grs,,"$$7.582,00",,,,
2026-03-11,Leche de avena Not Milk tetra 1 lt,"$ 6.100,00",,,,,
2026-03-11,Leche plant based Not Milk original tetra 1lt,"$ 5.695,00",,,,,
2026-03-11,Medallon Not chicken burger flow pack x2 80 g.,"$ 4.455,00",,,,,
2026-03-11,Medallon NotBurger Quick NotCo 130 Gr.,,,,"$ 2.122,25",,
2026-03-11,Medallones Notco Not Burger Premium X4 320grs,,"$$10.265,00",,,,
2026-03-11,Medallones Notco Not Burger X2 160grs,,"$$5.693,00",,,,
2026-03-11,Medallones Notco Not Burger Xl Premium X2 240grs,,"$$8.484,00",,,,
2026-03-11,Medallones Notco Not Chicken Crispy Rellenos Espinaca X2 240grs,,"$$6.765,00",,,,
2026-03-11,Medallones Notco Not Chicken Rellenos Champis X2 120grs,,"$$7.981,00",,,,
2026-03-11,Medallón Not Burger Premium 320 Gr X 4 Un Not Co,,,,,$10.150,
2026-03-11,Medallón Not burger parrillera 2 uni,"$ 4.406,00",,,,,
2026-03-11,Medallón Not burger premium XL flow pack 2 uni,"$ 7.895,00",,,,,
2026-03-11,Medallón Not burger premium flow pack 2 uni,"$ 5.285,00",,,,,
2026-03-11,Medallón Not burger premium flow pack 4 uni,"$ 6.332,67",,,,,
2026-03-11,Medallón Not burger quick flow pack 2 uni,"$ 3.270,00",,,,,
2026-03-11,Medallón NotBurger Parrillera NotCo 220 Gr.,,,,$ 4.290,,
2026-03-11,Medallón The Not Co Premium Not Burger 160 Gr X 2 U,,,,,$6.100,
