fecha,producto,carrefour,coope,coto,dia,disco,vea
2025-09-12,Alimento a base de vegetales Vegetalex hot dog x6.,"$ 5.809,00",,,,,
2025-09-12,Burger 100 Vegetal 226 Gr Vegetalex,,,,,$4.875,$6.050
2025-09-12,Burger De Origen Vegetal Vegetalex 226g,,,"$3.179,50",,,
2025-09-12,Formados De Vegetales Vegetalex Tipo Hot Dogs X6 225grs,,"$$5.800,00",,,,
2025-09-12,Hamburguesa De Soja Vegetalex Tradicional 226 Gr.,,,,$ 5.770,,
2025-09-12,Hamburguesa Vegetalex Soja 300 Gr,,,,,$4.275,$5.300
2025-09-12,Hamburguesa de soja Vegetalex 4 u.,"$ 4.795,00",,,,,
2025-09-12,Hamburguesas De Soja Vegetalex X4 300grs,,"$$5.190,00",,,,
2025-09-12,Hot Dogs 100 Vegetal 225 Gr Vegetalex,,,,,"$4.912,5",$6.100
2025-09-12,Hot Dogs De Origen Vegetal Vegetalex 225g,,,"$3.164,50",,,
2025-09-12,Hot Dogs Vegetalex 100% Vegetal 225 Gr.,,,,$ 5.810,,
2025-09-12,Medallones De Calabaza Avena Y Chia Vegetalex 300g,,,"$2.594,50",,,
2025-09-12,Medallones De Calabaza Vegetalex Con Avena Y Chía X4 300grs,,"$$5.190,00",,,,
2025-09-12,Medallones De Espinaca Vegetalex 300g,,,"$2.594,50",,,
2025-09-12,Medallones De Espinaca Vegetalex X4 300grs,,"$$5.190,00",,,,
2025-09-12,Medallones De Legumbres Y Quinoa Vegetalex 300g,,,"$2.594,50",,,
2025-09-12,Medallones De Legumbres Y Quinoa Vegetalex X4 300grs,,"$$5.190,00",,,,
2025-09-12,Medallones De Vegetales Vegetalex Burger X2 226grs,,"$$5.800,00",,,,
2025-09-12,Medallones De Verduras Vegetalex 300g,,,"$2.594,50",,,
2025-09-12,Medallones De Verduras Vegetalex X4 300grs,,"$$5.190,00",,,,
2025-09-12,Medallones Vegetales VEGETALÉX 4 Uni X 75 Gr Soja,,,"$2.837,50",,,
2025-09-12,Medallón Calabaza 300 Gr Vegetalex,,,,,,$4.050
2025-09-12,Medallón Espinaca 300 Gr Vegetalex,,,,,,$4.050
2025-09-12,Medallón Legumbres 300 Gr Vegetalex,,,,,$4.350,$4.050
2025-09-12,Medallón NotBurger Parrillera NotCo 220 Gr.,,,,$ 4.990,,
2025-09-12,Medallón NotBurger Quick NotCo 130 Gr.,,,,"$ 2.005,25",,
2025-09-12,"Medallón Vegetalex Calabaza, Avena y Chía 300 Gr.",,,,$ 5.200,,
2025-09-12,Medallón Vegetalex Espinaca 300 Gr.,,,,$ 5.200,,
2025-09-12,Medallón Verduras 300 Gr Vegetalex,,,,,$4.350,$4.050
2025-09-12,Medallón de calabaza avena y chia Vegetalex en caja 4 uni,"$ 3.372,85",,,,,
2025-09-12,Medallón de espinaca Vegetalex en caja 4 uni,"$ 3.372,85",,,,,
2025-09-12,Medallón de legumbres y quinoa Vegetalex en caja 4 uni,"$ 3.372,85",,,,,
2025-09-12,Medallón de vegetal burguer Vegetalex 2 uni,"$ 3.776,50",,,,,
2025-09-12,Medallón de verduras Vegetalex en caja 4 uni,"$ 3.372,85",,,,,
2025-09-12,Milanesa Vegetalex Calabaza 340 Gr Vegetalex,,,,,$3.450,$4.250
2025-09-12,Milanesa Vegetalex Cebolla 340 Gr Vegetalex,,,,,$3.450,$4.250
