fecha,producto,carrefour,coope,coto,dia,disco,vea
2026-06-28,Alfajor Felices Las Vacas de chocolate 60 g.,"$ 1.985,00",,,,,
2026-06-28,Alfajor Felices Las Vacas de maní 60 g.,"$ 2.370,00",,,,,
2026-06-28,Alfajor de chocolate blanco Felices las Vacas 60 grs,"$ 1.969,00",,,,,
2026-06-28,Alfajor de maicena Felices Las Vacas 60 grs,"$ 1.580,00",,,,,
2026-06-28,Alfajor de membrillo Felices las Vacas 60 grs,"$ 1.930,00",,,,,
2026-06-28,Alim Base Alm Unt Felices Las Vacas F.hierbas 200g,,,,,"$2.600,00",
2026-06-28,Bocadito de coco y datiles Felices las Vacas 22 grs,"$ 1.320,00",,,,,
2026-06-28,Bocadito de maní y datiles Felices las Vacas 22 grs,"$ 1.320,00",,,,,
2026-06-28,Bombón Felices Las Vacas relleno 48 g.,"$ 1.875,00",,,,,
2026-06-28,Cremoso Base De Almendras Felices Las Vacas 500 Gr Felices Las Vacas,,,,,"$8.600,00",
2026-06-28,Cremoso vegano Felices Las Vacas 500 g.,"$ 7.849,00",,,,,
2026-06-28,Fetas veganas Felices Las Vacas sabor danbo 200 g.,"$ 2.885,00",,,,,
2026-06-28,Granola coco y cacao Felices las Vacas 300 grs,"$ 8.000,00",,,,,
2026-06-28,Granola frutos secos Felices las Vacas 300 grs,"$ 8.000,00",,,,,
2026-06-28,Hummus De Garbanzo Vegano Felices Las Vacas 220grs,,"$2.290,00",,,,
2026-06-28,Hummus vegano Felices Las Vacas 230 g.,"$ 3.360,00",,,,,
2026-06-28,Jogurtti neutro base de almendras 170 g.,"$ 2.179,00",,,,,
2026-06-28,Jogurtti vainilla base de almendras Felices las vacas 170 g.,"$ 2.039,00",,,,,
2026-06-28,Medallón de arveja Felices las Vacas chickenvil party 2 uni,"$ 3.209,00",,,,,
2026-06-28,Muzzalmendra 500 Gr Felices Las Vacas,,,,,"$8.200,00",
2026-06-28,Muzzalmendra vegana Felices Las Vacas 500 g.,"$ 7.510,00",,,,,
2026-06-28,Pepas de membirllo Felices las Vacas 300 grs,"$ 3.099,00",,,,,
2026-06-28,Postre plant bas de dulce de leche Felices las Vacas 125 g.,"$ 1.729,00",,,,,
2026-06-28,Postrecito Felices Las Vacas Sabor Chocolate 125grs,,"$1.790,00",,,,
2026-06-28,Postrecito Felices Las Vacas Sabor Dulce De Leche 125grs,,"$1.569,00",,,,
2026-06-28,Producto Untable A Base De Almendras Felices Las Vacas Clásico 200grs,,"$2.590,00",,,,
2026-06-28,Producto Untable A Base De Almendras Felices Las Vacas Sabor Cheddar 200grs,,"$2.590,00",,,,
2026-06-28,Producto Untable A Base De Almendras Felices Las Vacas Sabor Jamón Serrano 200grs,,"$2.290,00",,,,
2026-06-28,Producto Vegetal Cremoso Felices Las Vacas Cilindro 500grs,,"$7.190,00",,,,
2026-06-28,Queso En Hebras Sabor Mix Vegano Felices Las Vacas 150g,,,,,"$4.200,00",
2026-06-28,Queso cheddar en fetas Felices las Vacas 150 g.,"$ 2.669,00",,,,,
2026-06-28,Untabla clásico cremoso Felices las vacas 200 g.,"$ 3.050,00",,,,,
2026-06-28,Untable A Base De Almendras Felices Las Vacas Sabor Dulce De Leche 250grs,,"$2.469,00",,,,
2026-06-28,Untable fantastique finas hierbas Felices las vacas 200 g.,"$ 3.269,00",,,,,
2026-06-28,Yogur plant bas colchón de frutos de bosque Felices las Vacas 125 g.,"$ 1.890,00",,,,,
2026-06-28,Yogur plant bas colchón mango y maracuya Felices las Vacas 125 g.,"$ 2.050,00",,,,,
2026-06-28,Yogurt Sabor Natural Vegano Felices Las Vacas 170g,,,,,"$2.300,00",
