fecha,producto,carrefour,coope,coto,dia,disco,vea
2025-08-24,Alfajor Felices Las Vacas de chocolate 60 g.,"$ 1.031,20",,,,,
2025-08-24,Alfajor Felices Las Vacas de maicena 60 g.,"$ 847,20",,,,,
2025-08-24,Alfajor Felices Las Vacas de maní 60 g.,"$ 1.231,20",,,,,
2025-08-24,Alfajor de chocolate blancp Felices las Vacas 60 grs,"$ 1.230,63",,,,,
2025-08-24,Alfajor de membrillo Felices las Vacas 60 grs,"$ 1.230,63",,,,,
2025-08-24,Alim Alm Clas Felices Las Vacas 200g,,,,,"$2.287,5",
2025-08-24,Alim Base Alm Unt Felices Las Vacas Cheddar 200g,,,,,$2.850,
2025-08-24,Alim Base Alm Unt Felices Las Vacas F.hierbas 200g,,,,,$2.600,
2025-08-24,Alimento A Base De Almendra Untable Cheddar 200 Gr Felices Las Vacas,,,,,"$2.137,5",
2025-08-24,Alimento A Base De Almendra Untable Tradicional 200 Gr Felices Las Vacas,,,,,"$2.137,5",
2025-08-24,Bombón Felices Las Vacas relleno 48 g.,"$ 999,20",,,,,
2025-08-24,Cremoso Base De Almendras Felices Las Vacas 500 Gr Felices Las Vacas,,,,,"$5.362,5",
2025-08-24,Cremoso vegano Felices Las Vacas 500 g.,"$ 5.271,20",,,,,
2025-08-24,Dulce de almendras colonial Felices las vacas 250 g.,"$ 1.800,00",,,,,
2025-08-24,Fetas veganas Felices Las Vacas sabor danbo 200 g.,"$ 2.015,20",,,,,
2025-08-24,Hummus De Garbanzo Vegano Felices Las Vacas 220grs,,"$$1.950,00",,,,
2025-08-24,Hummus de garbanzo Felices las vacas con palta 220 g.,"$ 2.751,20",,,,,
2025-08-24,Hummus vegano Felices Las Vacas 230 g.,"$ 2.688,00",,,,,
2025-08-24,Jogurtti neutro base de almendras 170 g.,"$ 1.588,00",,,,,
2025-08-24,Jogurtti vainilla base de almendras Felices las vacas 170 g.,"$ 1.484,00",,,,,
2025-08-24,Medallón de arveja Felices las Vacas chickenvil party 2 uni,"$ 2.332,00",,,,,
2025-08-24,Medallón de arveja Felices las Vacas karnevil party 2 uni,"$ 1.924,00",,,,,
2025-08-24,Medallón de arveja Felices las Vacas karnevil party 4 uni,"$ 4.207,20",,,,,
2025-08-24,Medallón de soja Felices las Vacas big classic 2 uni,"$ 2.388,00",,,,,
2025-08-24,Milanesa a base de arveja Felices las Vacas sabor carne 2 uni,"$ 2.919,20",,,,,
2025-08-24,Muzzalmendra 500 Gr Felices Las Vacas,,,,,"$5.062,5",
2025-08-24,Muzzalmendra vegana Felices Las Vacas 500 g.,"$ 4.871,20",,,,,
2025-08-24,Pasta vegana Felices Las Vacas sabor provolone 250 g.,"$ 3.748,00",,,,,
2025-08-24,Postre plant ba de chocolate Felices las Vacas 125 g.,"$ 1.255,20",,,,,
2025-08-24,Postre plant bas de dulce de leche Felices las Vacas 125 g.,"$ 1.280,00",,,,,
2025-08-24,Producto Untable A Base De Almendras Felices Las Vacas Clásico 200grs,,"$$1.890,00",,,,
2025-08-24,Producto Untable A Base De Almendras Felices Las Vacas Sabor Cheddar 200grs,,"$$1.890,00",,,,
2025-08-24,Producto Untable A Base De Almendras Felices Las Vacas Sabor Jamón Serrano 200grs,,"$$1.750,00",,,,
2025-08-24,Producto Vegetal A Base De Almendras Felices Las Vacas Sabor Mozzarella 500grs,,"$$6.400,00",,,,
2025-08-24,Producto Vegetal Cremoso Felices Las Vacas Cilindro 500grs,,"$$5.690,00",,,,
2025-08-24,Producto Vegetal Felices Las Vacas Sabor Provolone 250grs,,"$$3.990,00",,,,
2025-08-24,Queso En Hebras Sabor Mix Vegano Felices Las Vacas 150g,,,,,$3.000,
2025-08-24,Queso En Hebras Sabor Reggianito Vegano Felices Las Vacas 150g,,,,,$3.000,
2025-08-24,Queso Vegano Cheddar En Fetas Felices Las Vacas 150g,,,"$2.409,00",,,
2025-08-24,Queso Vegano Danbo En Fetas Felices Las Vacas 150g,,,"$2.519,00",,,
2025-08-24,Queso Vegano En Hebras Mix De Quesos Felices Las Vacas 150g,,,"$3.515,00",,,
2025-08-24,Queso Vegano En Hebras Reggianito Felices Las Vacas 150g,,,"$3.379,00",,,
2025-08-24,Queso Vegano FELICES LAS VACAS Cremoso Felices 500 Gr,,,"$6.589,00",,,
2025-08-24,Queso Vegano FELICES LAS VACAS Mozzarella 500 Gr,,,"$6.089,00",,,
2025-08-24,Queso Vegano FELICES LAS VACAS Provolone 250 Gr,,,"$4.685,00",,,
2025-08-24,Queso Vegano Muzzoliva Felices Las Vacas 500g,,,"$7.625,00",,,
2025-08-24,Queso cheddar en fetas Felices las Vacas 150 g.,"$ 1.927,20",,,,,
2025-08-24,Queso de almendra con oliva muzzoliva Felices las Vacas 500 grs,"$ 6.712,00",,,,,
2025-08-24,Untabla clásico cremoso Felices las vacas 200 g.,"$ 2.087,20",,,,,
2025-08-24,Untable A Base De Almendras Felices Las Vacas Sabor Dulce De Leche 250grs,,"$$2.150,00",,,,
2025-08-24,Untable fantastique finas hierbas Felices las vacas 200 g.,"$ 2.376,00",,,,,
2025-08-24,Yogur plant bas colchón de frutos rojos Felices las Vacas 125 g.,"$ 1.375,20",,,,,
2025-08-24,Yogur plant bas colchón mango y maracuya Felices las Vacas 125 g.,"$ 1.391,20",,,,,
