fecha,producto,carrefour,coope,coto,dia,disco,vea
2026-03-17,Alfajor Felices Las Vacas de chocolate 60 g.,"$ 1.419,00",,,,,
2026-03-17,Alfajor de chocolate blancp Felices las Vacas 60 grs,"$ 1.538,29",,,,,
2026-03-17,Alfajor de pistacho Felices las Vacas 60 grs,"$ 4.000,00",,,,,
2026-03-17,Alim Base Alm Unt Felices Las Vacas F.hierbas 200g,,,,,$2.600,
2026-03-17,Alimento A Base De Almendra Untable Tradicional 200 Gr Felices Las Vacas,,,,,$3.150,
2026-03-17,Bocadito de coco y datiles Felices las Vacas 22 grs,"$ 1.200,00",,,,,
2026-03-17,Bocadito de maní y datiles Felices las Vacas 22 grs,"$ 1.200,00",,,,,
2026-03-17,Bombón Felices Las Vacas relleno 48 g.,"$ 1.379,00",,,,,
2026-03-17,Cremoso Base De Almendras Felices Las Vacas 500 Gr Felices Las Vacas,,,,,$8.000,
2026-03-17,Cremoso vegano Felices Las Vacas 500 g.,"$ 7.849,00",,,,,
2026-03-17,Dulce de almendras colonial Felices las vacas 250 g.,"$ 3.169,00",,,,,
2026-03-17,Fetas veganas Felices Las Vacas sabor danbo 200 g.,"$ 2.799,00",,,,,
2026-03-17,Hummus De Garbanzo Vegano Felices Las Vacas 220grs,,"$$2.290,00",,,,
2026-03-17,Hummus vegano Felices Las Vacas 230 g.,"$ 3.360,00",,,,,
2026-03-17,Jogurtti neutro base de almendras 170 g.,"$ 2.179,00",,,,,
2026-03-17,Jogurtti vainilla base de almendras Felices las vacas 170 g.,"$ 2.039,00",,,,,
2026-03-17,Medallón de arveja Felices las Vacas chickenvil party 2 uni,"$ 3.209,00",,,,,
2026-03-17,Medallón de arveja Felices las Vacas karnevil party 2 uni,"$ 2.645,00",,,,,
2026-03-17,Medallón de soja Felices las Vacas big classic 2 uni,"$ 3.285,00",,,,,
2026-03-17,Muzzalmendra 500 Gr Felices Las Vacas,,,,,$7.600,
2026-03-17,Muzzalmendra vegana Felices Las Vacas 500 g.,"$ 7.510,00",,,,,
2026-03-17,Postre plant ba de chocolate Felices las Vacas 125 g.,"$ 1.729,00",,,,,
2026-03-17,Postre plant bas de dulce de leche Felices las Vacas 125 g.,"$ 1.729,00",,,,,
2026-03-17,Postrecito Felices Las Vacas Sabor Chocolate 125grs,,"$$1.790,00",,,,
2026-03-17,Postrecito Felices Las Vacas Sabor Dulce De Leche 125grs,,"$$1.569,00",,,,
2026-03-17,Postrecito Sabor Chocolate Vegano Felices Las Vacas,,,,,$1.900,
2026-03-17,Postrecito Sabor Dulce De Leche Vegano Felices Las Vacas,,,,,$1.900,
2026-03-17,Producto Untable A Base De Almendras Felices Las Vacas Clásico 200grs,,"$$2.590,00",,,,
2026-03-17,Producto Untable A Base De Almendras Felices Las Vacas Sabor Cheddar 200grs,,"$$2.590,00",,,,
2026-03-17,Producto Vegetal Cremoso Felices Las Vacas Cilindro 500grs,,"$$7.190,00",,,,
2026-03-17,Queso En Hebras Sabor Mix Vegano Felices Las Vacas 150g,,,,,$4.200,
2026-03-17,Queso En Hebras Sabor Reggianito Vegano Felices Las Vacas 150g,,,,,$4.200,
2026-03-17,Queso cheddar en fetas Felices las Vacas 150 g.,"$ 2.669,00",,,,,
2026-03-17,Queso de almendra con oliva muzzoliva Felices las Vacas 500 grs,"$ 8.390,00",,,,,
2026-03-17,Untabla clásico cremoso Felices las vacas 200 g.,"$ 2.869,00",,,,,
2026-03-17,Untable A Base De Almendras Felices Las Vacas Sabor Dulce De Leche 250grs,,"$$2.469,00",,,,
2026-03-17,Untable fantastique finas hierbas Felices las vacas 200 g.,"$ 3.269,00",,,,,
2026-03-17,Yogur plant bas colchón de frutos rojos Felices las Vacas 125 g.,"$ 1.890,00",,,,,
2026-03-17,Yogur plant bas colchón mango y maracuya Felices las Vacas 125 g.,"$ 1.915,00",,,,,
2026-03-17,Yogurt Con Colchon De Frutos Del Bosque Vegano Felices Las Vacas 125g,,,,,$2.050,
2026-03-17,Yogurt Sabor Natural Vegano Felices Las Vacas 170g,,,,,$2.200,
